feature.name,GeneSymbol,uniprotID,effect,chrom,featureType,Function
gasAcul04299-RA,ANKRD50,Q9ULJ7,infection_induced,Gy_chrIV,introns,"FUNCTION: Involved in the endosome-to-plasma membrane trafficking and recycling of SNX27-retromer-dependent cargo proteins, such as GLUT1 (PubMed:25278552)."
gasAcul04302-RA,FAT4,Q2PZL6,infection_induced,Gy_chrIV,exons,"FUNCTION: Cadherins are cell-cell interaction molecules. FAT4 plays a role in the maintenance of planar cell polarity as well as in inhibition of YAP1-mediated neuroprogenitor cell proliferation and differentiation. {ECO:0000269|PubMed:18604206, ECO:0000269|PubMed:24056717}."
gasAcul04303-RA,NA,NA,infection_induced,Gy_chrIV,intergenic,NA
gasAcul04215-RA,PCDH12,O55134,infection_induced,Gy_chrIV,intergenic,"FUNCTION: Cellular adhesion molecule that may play an important role in cell-cell interactions at interendothelial junctions (PubMed:9651350). Acts as a regulator of cell migration, probably via increasing cell-cell adhesion (By similarity). Promotes homotypic calcium-dependent aggregation and adhesion and clusters at intercellular junctions (PubMed:9651350). Unable to bind to catenins, weakly associates with the cytoskeleton (PubMed:9651350). {ECO:0000250|UniProtKB:Q9NPG4, ECO:0000269|PubMed:9651350}."
gasAcul04313-RA,Cplx1,O14810,infection_induced,Gy_chrIV,intergenic,"FUNCTION: Positively regulates a late step in exocytosis of various cytoplasmic vesicles, such as synaptic vesicles and other secretory vesicles (PubMed:21785414). Organizes the SNAREs into a cross-linked zigzag topology that, when interposed between the vesicle and plasma membranes, is incompatible with fusion, thereby preventing SNAREs from releasing neurotransmitters until an action potential arrives at the synapse (PubMed:21785414). Also involved in glucose-induced secretion of insulin by pancreatic beta-cells. Essential for motor behavior. {ECO:0000250|UniProtKB:P63040, ECO:0000269|PubMed:21785414}."
gasAcul04328-RA,glra1,O93430,infection_induced,Gy_chrIV,intergenic,"FUNCTION: Glycine receptors are ligand-gated chloride channels. Channel opening is triggered by extracellular glycine (PubMed:10188956, PubMed:26344198). Plays an important role in the down-regulation of neuronal excitability. Contributes to the generation of inhibitory postsynaptic currents. Channel activity is potentiated by ethanol (By similarity). {ECO:0000250|UniProtKB:P23415, ECO:0000269|PubMed:10188956, ECO:0000269|PubMed:26344198}."
gasAcul04331-RA,NA,NA,infection_induced,Gy_chrIV,intergenic,NA
gasAcul04397-RA,sox3,O08841,infection_induced,Gy_chrIV,intergenic,"FUNCTION: Catalyzes the oxidation of sulfhydryl groups in peptide and protein thiols to disulfides with the reduction of oxygen to hydrogen peroxide. Plays a role in disulfide bond formation in a variety of extracellular proteins. In fibroblasts, required for normal incorporation of laminin into the extracellular matrix, and thereby for normal cell-cell adhesion and cell migration. {ECO:0000250|UniProtKB:O00391}."
gasAcul04456-RA,GLA,B1V8K7,infection_induced,Gy_chrIV,introns,"FUNCTION: Alpha-galactosidase that specifically removes branched alpha-1,3-linked galactose residues present in blood group B antigens. Has no activity toward linear alpha-1,3-linked galactose residues."
gasAcul04472-RA,Rab11fip5,Q8R361,infection_induced,Gy_chrIV,introns,FUNCTION: Rab effector involved in protein trafficking from apical recycling endosomes to the apical plasma membrane. Involved in insulin granule exocytosis. May regulate V-ATPase intracellular transport in response to extracellular acidosis. {ECO:0000269|PubMed:19335615}.
gasAcul04472-RA,Rab11fip5,Q8R361,infection_induced,Gy_chrIV,introns,FUNCTION: Rab effector involved in protein trafficking from apical recycling endosomes to the apical plasma membrane. Involved in insulin granule exocytosis. May regulate V-ATPase intracellular transport in response to extracellular acidosis. {ECO:0000269|PubMed:19335615}.
gasAcul04472-RA,Rab11fip5,Q8R361,infection_induced,Gy_chrIV,introns,FUNCTION: Rab effector involved in protein trafficking from apical recycling endosomes to the apical plasma membrane. Involved in insulin granule exocytosis. May regulate V-ATPase intracellular transport in response to extracellular acidosis. {ECO:0000269|PubMed:19335615}.
gasAcul04479-RA,ZNF518B,B2RRE4,infection_induced,Gy_chrIV,exons,"FUNCTION: Through its association with the EHMT1-EHMT2/G9A and PRC2/EED-EZH2 histone methyltransferase complexes may function in gene silencing, regulating repressive post-translational methylation of histone tails at promoters of target genes. {ECO:0000269|PubMed:25680957}."
gasAcul04487-RA,EHD1,Q5E9R3,infection_induced,Gy_chrIV,introns,"FUNCTION: ATP- and membrane-binding protein that controls membrane reorganization/tubulation upon ATP hydrolysis. Acts in early endocytic membrane fusion and membrane trafficking of recycling endosomes. Recruited to endosomal membranes upon nerve growth factor stimulation, indirectly regulates neurite outgrowth. Plays a role in myoblast fusion. Involved in the unidirectional retrograde dendritic transport of endocytosed BACE1 and in efficient sorting of BACE1 to axons implicating a function in neuronal APP processing. Plays a role in the formation of the ciliary vesicle (CV), an early step in cilium biogenesis. Proposed to be required for the fusion of distal appendage vesicles (DAVs) to form the CV by recruiting SNARE complex component SNAP29. Is required for recruitment of transition zone proteins CEP290, RPGRIP1L, TMEM67 and B9D2, and of IFT20 following DAV reorganization before Rab8-dependent ciliary membrane extension. Required for the loss of CCP110 form the mother centriole essential for the maturation of the basal body during ciliogenesis. {ECO:0000250|UniProtKB:Q641Z6, ECO:0000250|UniProtKB:Q9H4M9, ECO:0000250|UniProtKB:Q9WVK4}."
gasAcul04227-RA,NA,NA,infection_induced,Gy_chrIV,promoters,NA
gasAcul04497-RA,F8,O18806,infection_induced,Gy_chrIV,introns,"FUNCTION: Factor VIII, along with calcium and phospholipid, acts as a cofactor for factor IXa when it converts factor X to the activated form, factor Xa. {ECO:0000250}."
gasAcul04502-RA,PCDH11X,Q6KEQ9,intergenerational,Gy_chrIV,intergenic,FUNCTION: Potential calcium-dependent cell-adhesion protein. {ECO:0000250}.
gasAcul04502-RA,PCDH11X,Q6KEQ9,infection_induced,Gy_chrIV,intergenic,FUNCTION: Potential calcium-dependent cell-adhesion protein. {ECO:0000250}.
gasAcul04544-RA,ENDOD1,O94919,infection_induced,Gy_chrIV,introns,FUNCTION: May act as a DNase and a RNase. Plays a role in the modulation of innate immune signaling through the cGAS-STING pathway by interacting with RNF26. {ECO:0000269|PubMed:32614325}.
gasAcul04559-RA,TRPC7,O94759,intergenerational,Gy_chrIV,intergenic,"FUNCTION: [Isoform 1]: Nonselective, voltage-independent cation channel that mediates Na(+) and Ca(2+) influx, leading to increased cytoplasmic Ca(2+) levels (PubMed:11385575, PubMed:11509734, PubMed:11804595, PubMed:11960981, PubMed:12594222, PubMed:15561722, PubMed:16601673, PubMed:19171771, PubMed:20660597, PubMed:25620041, PubMed:27068538, PubMed:27383051, PubMed:28775320, PubMed:29745897, PubMed:30467180). Functions as a ligand-gated ion channel (PubMed:19171771, PubMed:25620041, PubMed:28775320, PubMed:30467180). Binding of ADP-ribose to the cytoplasmic Nudix domain causes a conformation change; the channel is primed but still requires Ca(2+) binding to trigger channel opening (PubMed:19171771, PubMed:25620041, PubMed:28775320, PubMed:29745897, PubMed:30467180). Extracellular calcium passes through the channel and increases channel activity (PubMed:19171771). Contributes to Ca(2+) release from intracellular stores in response to ADP-ribose (PubMed:19454650). Plays a role in numerous processes that involve signaling via intracellular Ca(2+) levels (Probable). Besides, mediates the release of lysosomal Zn(2+) stores in response to reactive oxygen species, leading to increased cytosolic Zn(2+) levels (PubMed:25562606, PubMed:27068538). Activated by moderate heat (35 to 40 degrees Celsius) (PubMed:16601673). Activated by intracellular ADP-ribose, beta-NAD (NAD(+)) and similar compounds, and by oxidative stress caused by reactive oxygen or nitrogen species (PubMed:11385575, PubMed:11509734, PubMed:11804595, PubMed:11960981, PubMed:15561722, PubMed:16601673, PubMed:19171771, PubMed:25620041, PubMed:27068538, PubMed:27383051, PubMed:30467180). The precise physiological activators are under debate; the true, physiological activators may be ADP-ribose and ADP-ribose-2'-phosphate (PubMed:20650899, PubMed:25918360). Activation by ADP-ribose and beta-NAD is strongly increased by moderate heat (35 to 40 degrees Celsius) (PubMed:16601673). Likewise, reactive oxygen species lower the threshold for activation by moderate heat (37 degrees Celsius) (PubMed:22493272). Plays a role in mediating behavorial and physiological responses to moderate heat and thereby contributes to body temperature homeostasis. Plays a role in insulin secretion, a process that requires increased cytoplasmic Ca(2+) levels (By similarity). Required for normal IFNG and cytokine secretion and normal innate immune immunity in response to bacterial infection. Required for normal phagocytosis and cytokine release by macrophages exposed to zymosan (in vitro). Plays a role in dendritic cell differentiation and maturation, and in dendritic cell chemotaxis via its role in regulating cytoplasmic Ca(2+) levels (By similarity). Plays a role in the regulation of the reorganization of the actin cytoskeleton and filopodia formation in response to reactive oxygen species via its role in increasing cytoplasmic Ca(2+) and Zn(2+) levels (PubMed:27068538). Confers susceptibility to cell death following oxidative stress (PubMed:12594222, PubMed:25562606). {ECO:0000250|UniProtKB:Q91YD4, ECO:0000269|PubMed:11385575, ECO:0000269|PubMed:11509734, ECO:0000269|PubMed:11804595, ECO:0000269|PubMed:11960981, ECO:0000269|PubMed:12594222, ECO:0000269|PubMed:15561722, ECO:0000269|PubMed:16601673, ECO:0000269|PubMed:19171771, ECO:0000269|PubMed:19454650, ECO:0000269|PubMed:20650899, ECO:0000269|PubMed:20660597, ECO:0000269|PubMed:22493272, ECO:0000269|PubMed:25562606, ECO:0000269|PubMed:25620041, ECO:0000269|PubMed:25918360, ECO:0000269|PubMed:27068538, ECO:0000269|PubMed:27383051, ECO:0000269|PubMed:28775320, ECO:0000269|PubMed:29745897, ECO:0000269|PubMed:30467180, ECO:0000305}.; FUNCTION: [Isoform 2]: Lacks cation channel activity. Does not mediate cation transport in response to oxidative stress or ADP-ribose. {ECO:0000269|PubMed:11960981}.; FUNCTION: [Isoform 3]: Lacks cation channel activity and negatively regulates the channel activity of isoform 1. Negatively regulates susceptibility to cell death in reposponse to oxidative stress. {ECO:0000269|PubMed:12594222}."
gasAcul09202-RA,chrna3,P04757,infection_induced,Gy_chrIX,introns,"FUNCTION: After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane."
gasAcul09215-RA,Pprc1,Q5VV67,infection_induced,Gy_chrIX,introns,"FUNCTION: Acts as a coactivator during transcriptional activation of nuclear genes related to mitochondrial biogenesis and cell growth. Involved in the transcription coactivation of CREB and NRF1 target genes. {ECO:0000269|PubMed:11340167, ECO:0000269|PubMed:16908542}."
gasAcul08793-RA,zcchc7,A1L2T6,intergenerational,Gy_chrIX,introns,NA
gasAcul09363-RA,gstcd,A5PKL6,infection_induced,Gy_chrIX,introns,NA
gasAcul09402-RA,GAB1,A6QLU3,intergenerational,Gy_chrIX,intergenic,FUNCTION: Adapter protein that plays a role in intracellular signaling cascades triggered by activated receptor-type kinases. Plays a role in FGFR1 signaling. Probably involved in signaling by the epidermal growth factor receptor (EGFR) and the insulin receptor (INSR). Involved in the MET/HGF-signaling pathway. {ECO:0000250|UniProtKB:Q13480}.
gasAcul09409-RA,Znf827,Q17R98,intergenerational,Gy_chrIX,introns,"FUNCTION: As part of a ribonucleoprotein complex composed at least of HNRNPK, HNRNPL and the circular RNA circZNF827 that nucleates the complex on chromatin, may negatively regulate the transcription of genes involved in neuronal differentiation (PubMed:33174841). Could also recruit the nucleosome remodeling and histone deacetylase/NuRD complex to telomeric regions of chromosomes to regulate chromatin remodeling as part of telomere maintenance (PubMed:25150861). {ECO:0000269|PubMed:25150861, ECO:0000269|PubMed:33174841}."
gasAcul09409-RA,Znf827,Q17R98,intergenerational,Gy_chrIX,intergenic,"FUNCTION: As part of a ribonucleoprotein complex composed at least of HNRNPK, HNRNPL and the circular RNA circZNF827 that nucleates the complex on chromatin, may negatively regulate the transcription of genes involved in neuronal differentiation (PubMed:33174841). Could also recruit the nucleosome remodeling and histone deacetylase/NuRD complex to telomeric regions of chromosomes to regulate chromatin remodeling as part of telomere maintenance (PubMed:25150861). {ECO:0000269|PubMed:25150861, ECO:0000269|PubMed:33174841}."
gasAcul09416-RA,Stox2,Q499E5,intergenerational,Gy_chrIX,exons,NA
gasAcul09440-RA,nr3c2,P08235,infection_induced,Gy_chrIX,intergenic,FUNCTION: Receptor for both mineralocorticoids (MC) such as aldosterone and glucocorticoids (GC) such as corticosterone or cortisol. Binds to mineralocorticoid response elements (MRE) and transactivates target genes. The effect of MC is to increase ion and water transport and thus raise extracellular fluid volume and blood pressure and lower potassium levels. {ECO:0000269|PubMed:3037703}.
gasAcul09441-RA,ARHGAP10,A1A4S6,intergenerational,Gy_chrIX,introns,"FUNCTION: GTPase-activating protein that catalyzes the conversion of active GTP-bound Rho GTPases to their inactive GDP-bound form, thus suppressing various Rho GTPase-mediated cellular processes (PubMed:11432776). Also converts Cdc42 to an inactive GDP-bound state (PubMed:11432776). Essential for PTKB2 regulation of cytoskeletal organization via Rho family GTPases. Inhibits PAK2 proteolytic fragment PAK-2p34 kinase activity and changes its localization from the nucleus to the perinuclear region. Stabilizes PAK-2p34 thereby increasing stimulation of cell death (By similarity). Associates with MICAL1 on the endosomal membrane to promote Rab8-Rab10-dependent tubule extension. After dissociation with MICAL1, recruits WDR44 which connects the endoplasmic reticulum (ER) with the endosomal tubule, thereby participating in the export of a subset of neosynthesized proteins (PubMed:32344433). {ECO:0000250|UniProtKB:Q6Y5D8, ECO:0000269|PubMed:11432776, ECO:0000269|PubMed:32344433}."
gasAcul09467-RA,Cacna1i,Q9P0X4,intergenerational,Gy_chrIX,exons,"FUNCTION: Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. This channel gives rise to T-type calcium currents. T-type calcium channels belong to the 'low-voltage activated (LVA)' group and are strongly blocked by nickel and mibefradil. A particularity of this type of channels is an opening at quite negative potentials, and a voltage-dependent inactivation. T-type channels serve pacemaking functions in both central neurons and cardiac nodal cells and support calcium signaling in secretory cells and vascular smooth muscle. They may also be involved in the modulation of firing patterns of neurons which is important for information processing as well as in cell growth processes. Gates in voltage ranges similar to, but higher than alpha 1G or alpha 1H (By similarity). {ECO:0000250}."
gasAcul09467-RA,Cacna1i,Q9P0X4,intergenerational,Gy_chrIX,exons,"FUNCTION: Voltage-sensitive calcium channels (VSCC) mediate the entry of calcium ions into excitable cells and are also involved in a variety of calcium-dependent processes, including muscle contraction, hormone or neurotransmitter release, gene expression, cell motility, cell division and cell death. This channel gives rise to T-type calcium currents. T-type calcium channels belong to the 'low-voltage activated (LVA)' group and are strongly blocked by nickel and mibefradil. A particularity of this type of channels is an opening at quite negative potentials, and a voltage-dependent inactivation. T-type channels serve pacemaking functions in both central neurons and cardiac nodal cells and support calcium signaling in secretory cells and vascular smooth muscle. They may also be involved in the modulation of firing patterns of neurons which is important for information processing as well as in cell growth processes. Gates in voltage ranges similar to, but higher than alpha 1G or alpha 1H (By similarity). {ECO:0000250}."
gasAcul08817-RA,NA,NA,intergenerational,Gy_chrIX,introns,NA
gasAcul09536-RA,Gaa,P10253,infection_induced,Gy_chrIX,intergenic,"FUNCTION: Essential for the degradation of glycogen in lysosomes (PubMed:14695532, PubMed:18429042, PubMed:1856189, PubMed:7717400). Has highest activity on alpha-1,4-linked glycosidic linkages, but can also hydrolyze alpha-1,6-linked glucans (PubMed:29061980). {ECO:0000269|PubMed:14695532, ECO:0000269|PubMed:18429042, ECO:0000269|PubMed:1856189, ECO:0000269|PubMed:29061980, ECO:0000269|PubMed:7717400}."
gasAcul08819-RA,NSUN7,Q14AW5,infection_induced,Gy_chrIX,exons,FUNCTION: May have S-adenosyl-L-methionine-dependent methyl-transferase activity. {ECO:0000305}.
gasAcul09581-RA,lhx9,A0JNI8,intergenerational,Gy_chrIX,intergenic,FUNCTION: Involved in gonadal development. {ECO:0000250}.
gasAcul09628-RA,PEX6,A0A061IR73,infection_induced,Gy_chrIX,intergenic,"FUNCTION: Component of the PEX1-PEX6 AAA ATPase complex, a protein dislocase complex that mediates the ATP-dependent extraction of the PEX5 receptor from peroxisomal membranes, an essential step for PEX5 recycling (PubMed:23929341, PubMed:9539740). Specifically recognizes PEX5 monoubiquitinated at 'Cys-11', and pulls it out of the peroxisome lumen through the PEX2-PEX10-PEX12 retrotranslocation channel (By similarity). Extraction by the PEX1-PEX6 AAA ATPase complex is accompanied by unfolding of the TPR repeats and release of bound cargo from PEX5 (By similarity). {ECO:0000250|UniProtKB:Q13608, ECO:0000269|PubMed:23929341, ECO:0000269|PubMed:9539740}."
gasAcul09653-RA,HNRNPLL,Q8WVV9,infection_induced,Gy_chrIX,promoters,"FUNCTION: RNA-binding protein that functions as a regulator of alternative splicing for multiple target mRNAs, including PTPRC/CD45 and STAT5A. Required for alternative splicing of PTPRC. {ECO:0000269|PubMed:18669861}."
gasAcul09699-RA,MYOM2,P54296,infection_induced,Gy_chrIX,promoters,"FUNCTION: Major component of the vertebrate myofibrillar M band. Binds myosin, titin, and light meromyosin. This binding is dose dependent."
gasAcul08837-RA,SLC24A3,Q99PD7,intergenerational,Gy_chrIX,introns,"FUNCTION: Calcium, potassium:sodium antiporter that transports 1 Ca(2+) and 1 K(+) in exchange for 4 Na(+). {ECO:0000269|PubMed:11294880}."
gasAcul09718-RA,Gpr158,D4A6L0,intergenerational,Gy_chrIX,intergenic,"FUNCTION: Metabotropic receptor for glycine that controls synapse formation and function in the brain. Acts as an atypical G-protein coupled receptor that recruits and regulates the RGS7-GNB5 complex instead of activating G proteins. In absence of glycine ligand, promotes the GTPase activator activity of RGS7, increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound form. Glycine-binding changes the conformation of the intracellular surface, inhibiting the GTPase activator activity of the RGS7-GNB5 complex, promoting G protein alpha subunits into their active GTP-bound form and regulating cAMP levels. Also able to bind taurine, a compound closely related to glycine, but with a two-fold lower affinity. Glycine receptor-dependent regulation of cAMP controls key ion channels, kinases and neurotrophic factors involved in neuronal excitability and synaptic transmission (By similarity). Plays a pivotal role in regulating mood and cognition via its ability to regulate neuronal excitability in L2/L3 pyramidal neurons of the prefrontal cortex. Also involved in spatial learning by regulating hippocampal CA1 neuronal excitability. Acts as a synaptic organizer in the hippocampus, required for proper mossy fiber-CA3 neurocircuitry establishment, structure and function: induces presynaptic differentiation in contacting axons via its interaction with GPC4. In addition to glycine, may also act as a receptor for osteocalcin (BGLAP) hormone: osteocalcin-binding initiates a signaling response that prevents neuronal apoptosis in the hippocampus and regulates the synthesis of neurotransmitters (By similarity). {ECO:0000250|UniProtKB:Q5T848, ECO:0000250|UniProtKB:Q8C419}."
gasAcul09719-RA,ELFN2,Q5R3F8,infection_induced,Gy_chrIX,intergenic,FUNCTION: Inhibits phosphatase activity of protein phosphatase 1 (PP1) complexes. {ECO:0000269|PubMed:19389623}.
gasAcul09750-RA,CAMSAP3,Q80VC9,intergenerational,Gy_chrIX,exons,"FUNCTION: Key microtubule-organizing protein that specifically binds the minus-end of non-centrosomal microtubules and regulates their dynamics and organization (PubMed:23169647, PubMed:24706919, PubMed:26715742). Specifically recognizes growing microtubule minus-ends and autonomously decorates and stabilizes microtubule lattice formed by microtubule minus-end polymerization (PubMed:24706919). Acts on free microtubule minus-ends that are not capped by microtubule-nucleating proteins or other factors and protects microtubule minus-ends from depolymerization (PubMed:24706919). In addition, it also reduces the velocity of microtubule polymerization (PubMed:24706919). Required for the biogenesis and the maintenance of zonula adherens by anchoring the minus-end of microtubules to zonula adherens and by recruiting the kinesin KIFC3 to those junctional sites (By similarity). Required for orienting the apical-to-basal polarity of microtubules in epithelial cells: acts by tethering non-centrosomal microtubules to the apical cortex, leading to their longitudinal orientation (PubMed:26715742). Plays a key role in early embryos, which lack centrosomes: accumulates at the microtubule bridges that connect pairs of cells and enables the formation of a non-centrosomal microtubule-organizing center that directs intracellular transport in the early embryo (PubMed:28860385). Couples non-centrosomal microtubules with actin: interaction with MACF1 at the minus ends of non-centrosomal microtubules, tethers the microtubules to actin filaments, regulating focal adhesion size and cell migration (By similarity). Plays a key role in the generation of non-centrosomal microtubules by accumulating in the pericentrosomal region and cooperating with KATNA1 to release non-centrosomal microtubules from the centrosome (By similarity). Through the microtubule cytoskeleton, also regulates the organization of cellular organelles including the Golgi and the early endosomes (By similarity). Through interaction with AKAP9, involved in translocation of Golgi vesicles in epithelial cells, where microtubules are mainly non-centrosomal (By similarity). Plays an important role in motile cilia function by facilitatating proper orientation of basal bodies and formation of central microtubule pairs in motile cilia (PubMed:32482850). {ECO:0000250|UniProtKB:Q9P1Y5, ECO:0000269|PubMed:23169647, ECO:0000269|PubMed:24706919, ECO:0000269|PubMed:26715742, ECO:0000269|PubMed:28860385, ECO:0000269|PubMed:32482850}."
gasAcul08739-RA,KDM4C,Q8VCD7,intergenerational,Gy_chrIX,introns,"FUNCTION: Histone demethylase that specifically demethylates 'Lys-9' and 'Lys-36' residues of histone H3, thereby playing a central role in histone code. Does not demethylate histone H3 'Lys-4', H3 'Lys-27' nor H4 'Lys-20'. Demethylates trimethylated H3 'Lys-9' and H3 'Lys-36' residue, while it has no activity on mono- and dimethylated residues. Demethylation of Lys residue generates formaldehyde and succinate. {ECO:0000250|UniProtKB:Q9H3R0}."
gasAcul08898-RA,NFIX,P13623,infection_induced,Gy_chrIX,intergenic,FUNCTION: Recognizes and binds the palindromic sequence 5'-TTGGCNNNNNGCCAA-3' present in viral and cellular promoters and in the origin of replication of adenovirus type 2. These proteins are individually capable of activating transcription and replication.
gasAcul08919-RA,SEPTIN9,Q80UG5,intergenerational,Gy_chrIX,introns,"FUNCTION: Filament-forming cytoskeletal GTPase (By similarity). May play a role in cytokinesis (Potential). {ECO:0000250, ECO:0000305}."
gasAcul08925-RA,USP43,Q70EL4,infection_induced,Gy_chrIX,promoters,FUNCTION: May recognize and hydrolyze the peptide bond at the C-terminal Gly of ubiquitin. Involved in the processing of poly-ubiquitin precursors as well as that of ubiquitinated proteins (By similarity). {ECO:0000250}.
gasAcul08925-RA,USP43,Q70EL4,intergenerational,Gy_chrIX,intergenic,FUNCTION: May recognize and hydrolyze the peptide bond at the C-terminal Gly of ubiquitin. Involved in the processing of poly-ubiquitin precursors as well as that of ubiquitinated proteins (By similarity). {ECO:0000250}.
gasAcul08753-RA,rbfox2,A1A5R1,infection_induced,Gy_chrIX,introns,"FUNCTION: RNA-binding protein that regulates alternative splicing events by binding to 5'-UGCAUGU-3' elements. Prevents binding of U2AF2 to the 3'-splice site. Regulates alternative splicing of tissue-specific exons and of differentially spliced exons during erythropoiesis. Seems to act as a coregulatory factor of ER-alpha (By similarity). Together with RNA binding proteins RBPMS and MBNL1/2, activates vascular smooth muscle cells alternative splicing events (PubMed:37548402). {ECO:0000250, ECO:0000269|PubMed:37548402}."
gasAcul08956-RA,MYH10,P35580,intergenerational,Gy_chrIX,introns,"FUNCTION: Cellular myosin that appears to play a role in cytokinesis, cell shape, and specialized functions such as secretion and capping. Involved with LARP6 in the stabilization of type I collagen mRNAs for CO1A1 and CO1A2. During cell spreading, plays an important role in cytoskeleton reorganization, focal contacts formation (in the central part but not the margins of spreading cells), and lamellipodial extension; this function is mechanically antagonized by MYH9. {ECO:0000269|PubMed:20052411, ECO:0000269|PubMed:20603131}."
gasAcul08989-RA,NOMO1,Q15155,infection_induced,Gy_chrIX,exons,"FUNCTION: Component of the multi-pass translocon (MPT) complex that mediates insertion of multi-pass membrane proteins into the lipid bilayer of membranes (PubMed:32820719, PubMed:36261522). The MPT complex takes over after the SEC61 complex: following membrane insertion of the first few transmembrane segments of proteins by the SEC61 complex, the MPT complex occludes the lateral gate of the SEC61 complex to promote insertion of subsequent transmembrane regions (PubMed:36261522). {ECO:0000269|PubMed:32820719, ECO:0000269|PubMed:36261522}."
gasAcul08770-RA,SMARCA4,A7Z019,intergenerational,Gy_chrIX,introns,"FUNCTION: Involved in transcriptional activation and repression of select genes by chromatin remodeling (alteration of DNA-nucleosome topology). Component of SWI/SNF chromatin remodeling complexes that carry out key enzymatic activities, changing chromatin structure by altering DNA-histone contacts within a nucleosome in an ATP-dependent manner. Component of the CREST-BRG1 complex, a multiprotein complex that regulates promoter activation by orchestrating the calcium-dependent release of a repressor complex and the recruitment of an activator complex. In resting neurons, transcription of the c-FOS promoter is inhibited by SMARCA4-dependent recruitment of a phospho-RB1-HDAC repressor complex. Upon calcium influx, RB1 is dephosphorylated by calcineurin, which leads to release of the repressor complex. At the same time, there is increased recruitment of CREBBP to the promoter by a CREST-dependent mechanism, which leads to transcriptional activation. The CREST-BRG1 complex also binds to the NR2B promoter, and activity-dependent induction of NR2B expression involves the release of HDAC1 and recruitment of CREBBP. Belongs to the neural progenitors-specific chromatin remodeling complex (npBAF complex) and the neuron-specific chromatin remodeling complex (nBAF complex). During neural development, a switch from a stem/progenitor to a postmitotic chromatin remodeling mechanism occurs as neurons exit the cell cycle and become committed to their adult state. The transition from proliferating neural stem/progenitor cells to postmitotic neurons requires a switch in subunit composition of the npBAF and nBAF complexes. As neural progenitors exit mitosis and differentiate into neurons, npBAF complexes which contain ACTL6A/BAF53A and PHF10/BAF45A, are exchanged for homologous alternative ACTL6B/BAF53B and DPF1/BAF45B or DPF3/BAF45C subunits in neuron-specific complexes (nBAF). The npBAF complex is essential for the self-renewal/proliferative capacity of the multipotent neural stem cells. The nBAF complex along with CREST plays a role regulating the activity of genes essential for dendrite growth. SMARCA4/BAF190A may promote neural stem cell self-renewal/proliferation by enhancing Notch-dependent proliferative signals, while concurrently making the neural stem cell insensitive to SHH-dependent differentiating cues (By similarity). Acts as a corepressor of ZEB1 to regulate E-cadherin transcription and is required for induction of epithelial-mesenchymal transition (EMT) by ZEB1. Binds via DLX1 to enhancers located in the intergenic region between DLX5 and DLX6 and this binding is stabilized by the long non-coding RNA (lncRNA) Evf2 (By similarity). Binds to RNA in a promiscuous manner (By similarity). Binding to RNAs including lncRNA Evf2 leads to inhibition of SMARCA4 ATPase and chromatin remodeling activities (By similarity). In brown adipose tissue, involved in the regulation of thermogenic genes expression (By similarity). {ECO:0000250|UniProtKB:P51532, ECO:0000250|UniProtKB:Q3TKT4}."
gasAcul21256-RA,NA,NA,infection_induced,Gy_chrV,promoters,NA
gasAcul21256-RA,NA,NA,infection_induced,Gy_chrV,promoters,NA
gasAcul21256-RA,NA,NA,infection_induced,Gy_chrV,promoters,NA
gasAcul21256-RA,NA,NA,infection_induced,Gy_chrV,promoters,NA
gasAcul21256-RA,NA,NA,infection_induced,Gy_chrV,promoters,NA
gasAcul21256-RA,NA,NA,infection_induced,Gy_chrV,promoters,NA
gasAcul21256-RA,NA,NA,infection_induced,Gy_chrV,promoters,NA
gasAcul21256-RA,NA,NA,intergenerational,Gy_chrV,intergenic,NA
gasAcul21257-RA,GM2,P48649,infection_induced,Gy_chrV,exons,FUNCTION: Crystallins are the dominant structural components of the vertebrate eye lens.
gasAcul21300-RA,NA,NA,infection_induced,Gy_chrV,intergenic,NA
gasAcul21311-RA,nmt2,A7YT82,infection_induced,Gy_chrV,intergenic,FUNCTION: Adds a myristoyl group to the N-terminal glycine residue of certain cellular and viral proteins. Also able to mediate N-terminal lysine myristoylation of proteins. {ECO:0000250|UniProtKB:O60551}.
gasAcul21330-RA,PTH1R,P25107,infection_induced,Gy_chrV,introns,FUNCTION: Receptor for parathyroid hormone and for parathyroid hormone-related peptide. The activity of this receptor is mediated by G proteins which activate adenylyl cyclase and also a phosphatidylinositol-calcium second messenger system. {ECO:0000269|PubMed:1658941}.
gasAcul21351-RA,ADPRH,P54922,infection_induced,Gy_chrV,promoters,"FUNCTION: Specifically acts as an arginine mono-ADP-ribosylhydrolase by mediating the removal of mono-ADP-ribose attached to arginine residues on proteins. {ECO:0000269|PubMed:30472116, ECO:0000269|PubMed:8349667}."
gasAcul21356-RA,TLCD3B,Q71RH2,intergenerational,Gy_chrV,exons,FUNCTION: Involved in ceramide synthesis. {ECO:0000250}.
